cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
8.25,3,8,2,10,6,6,14,2,Web Developer
9.29,2,10,5,9,9,1,5,3,Web Developer
9.7,10,6,3,6,1,5,12,4,Software Developer
7.28,7,2,8,2,5,3,18,3,ML Engineer
5.92,6,9,4,10,10,9,19,3,Web Developer
9.06,7,5,4,9,8,9,0,3,Cybersecurity Analyst
9.11,6,1,8,3,4,10,10,5,Cybersecurity Analyst
5.48,2,8,6,6,10,3,8,0,Cloud Engineer
7.19,5,4,5,3,2,5,17,1,Data Scientist
8.08,1,8,2,10,2,7,15,2,Web Developer
6.88,4,6,2,9,8,8,15,2,Web Developer
6.69,5,8,7,6,1,10,11,2,Cybersecurity Analyst
5.11,2,4,9,1,10,8,5,1,Cybersecurity Analyst
5.51,3,10,10,8,7,1,16,4,Web Developer
6.4,5,5,5,6,6,9,17,1,Cybersecurity Analyst
9.9,7,6,9,1,2,3,8,3,ML Engineer
8.61,7,4,1,3,10,5,6,4,Cloud Engineer
5.34,4,1,1,3,7,4,20,0,DevOps Engineer
8.31,10,4,3,4,1,5,8,2,Software Developer
5.71,5,10,9,5,6,6,3,2,Data Scientist
6.69,8,9,5,8,7,4,11,5,Web Developer
9.8,4,3,1,3,5,2,20,5,Data Scientist
8.13,4,8,4,10,8,2,9,2,Web Developer
6.52,3,7,2,1,9,9,11,1,Cybersecurity Analyst
7.98,10,2,9,4,1,8,12,5,ML Engineer
7.88,2,5,3,6,8,9,10,5,Cybersecurity Analyst
6.29,8,7,1,7,10,4,4,0,Cloud Engineer
7.5,8,5,9,9,1,2,17,0,ML Engineer
5.34,10,3,6,6,7,8,4,3,Cybersecurity Analyst
6.73,6,10,6,4,6,3,16,1,Mobile App Developer
8.93,6,8,6,4,2,4,8,4,Data Scientist
5.96,6,10,4,10,6,3,11,4,Web Developer
7.83,3,10,3,1,3,6,0,2,Data Scientist
7.31,7,9,1,10,8,8,18,5,Web Developer
9.77,7,5,1,4,10,5,12,0,Cloud Engineer
6.66,5,10,4,4,5,10,15,3,Cybersecurity Analyst
9.6,5,3,7,4,1,6,20,0,Data Scientist
8.43,5,2,10,5,3,10,8,2,Cybersecurity Analyst
7.46,5,5,2,2,4,7,5,0,Data Scientist
5.06,3,6,8,3,10,6,1,3,Cloud Engineer
7.28,5,1,2,7,2,1,13,3,Data Scientist
7.24,2,5,8,8,4,6,1,2,Data Scientist
6.09,9,2,7,6,7,4,4,2,Data Scientist
9.85,2,4,8,5,9,5,9,3,Cloud Engineer
8.18,9,7,9,6,7,5,16,0,ML Engineer
8.23,6,6,2,6,7,2,14,1,DevOps Engineer
8.22,6,1,4,8,4,7,6,4,Data Scientist
9.81,3,5,3,8,3,4,6,4,Data Scientist
9.75,7,10,8,10,3,6,18,1,ML Engineer
8.26,10,2,5,10,3,6,11,4,Software Developer
6.48,6,2,10,3,3,8,16,3,Cybersecurity Analyst
6.88,3,7,5,1,9,5,7,0,Cloud Engineer
7.08,3,1,4,6,4,1,1,0,Data Scientist
6.8,8,4,10,3,4,3,7,0,ML Engineer
7.86,10,6,6,3,1,10,4,5,Cybersecurity Analyst
6.28,2,7,10,5,4,9,3,0,Cybersecurity Analyst
6.72,8,5,2,3,10,7,14,5,Cloud Engineer
7.87,1,1,5,7,7,3,3,4,Data Scientist
8.67,8,8,10,3,1,6,3,4,ML Engineer
7.99,8,3,3,6,6,2,16,0,Data Scientist
6.74,10,8,6,10,9,7,6,5,Web Developer
5.13,2,10,10,5,8,9,3,1,Cybersecurity Analyst
9.84,2,6,3,1,6,4,15,4,Data Scientist
8.91,6,3,4,7,4,5,19,5,Data Scientist
8.02,6,5,10,4,1,10,14,5,Cybersecurity Analyst
7.05,7,4,10,8,10,6,18,1,ML Engineer
8.21,8,7,3,1,4,1,12,3,Software Developer
9.24,3,4,1,5,1,1,5,1,Data Scientist
5.16,5,6,10,2,1,3,10,5,Data Scientist
5.43,2,2,8,10,1,7,11,4,Data Scientist
6.99,8,9,2,4,2,2,3,3,Data Scientist
9.62,9,4,2,4,3,5,9,0,Software Developer
9.32,10,6,6,2,7,5,14,4,Software Developer
7.06,7,9,4,5,7,8,16,2,Cybersecurity Analyst
7.05,5,6,7,6,9,4,10,1,Cloud Engineer
9.77,3,2,2,3,1,1,12,4,Data Scientist
6.49,5,1,7,9,5,5,6,1,Data Scientist
5.2,7,9,6,8,7,4,15,3,Web Developer
8.19,7,7,10,1,8,6,11,5,ML Engineer
8.89,4,10,9,10,6,5,7,4,Web Developer
7.68,6,2,8,3,10,6,2,0,Cloud Engineer
9.69,4,5,8,9,9,2,12,2,Cloud Engineer
7.49,7,5,2,5,6,1,4,2,Data Scientist
5.88,5,3,9,6,2,2,10,1,Data Scientist
8.77,10,1,4,5,9,1,4,5,Cloud Engineer
7.04,4,3,10,9,2,9,20,4,Cybersecurity Analyst
6.96,7,2,8,1,2,6,15,1,ML Engineer
6.01,7,2,1,3,4,5,2,5,Data Scientist
5.03,2,2,8,9,10,10,10,4,Cybersecurity Analyst
9.24,2,5,3,2,4,4,12,3,Data Scientist
8.01,2,4,8,8,2,5,18,1,Data Scientist
8.17,3,1,3,1,3,10,17,0,Cybersecurity Analyst
9.46,8,4,6,5,3,4,8,4,Software Developer
7.16,7,1,10,2,5,1,19,3,ML Engineer
6.25,7,3,10,7,7,2,8,4,ML Engineer
5.78,9,1,9,1,1,8,13,5,ML Engineer
8.57,6,4,9,1,8,8,17,2,Cybersecurity Analyst
6.48,10,7,5,3,1,8,11,3,Cybersecurity Analyst
5.06,2,10,4,10,10,2,15,0,Web Developer
5.17,8,7,6,2,7,9,15,2,Cybersecurity Analyst
8.31,2,10,9,10,3,2,3,5,Web Developer
8.07,3,3,4,5,1,6,7,1,Data Scientist
6.33,10,7,6,2,10,9,3,2,Cybersecurity Analyst
5.91,7,3,6,8,7,2,15,2,DevOps Engineer
7.6,5,7,6,6,8,7,15,5,Cloud Engineer
8.69,3,9,10,9,5,2,14,0,Web Developer
9.88,4,5,9,2,8,2,16,1,Cloud Engineer
7.66,6,3,9,9,8,10,7,4,Cybersecurity Analyst
6.52,5,9,8,1,2,9,12,2,Cybersecurity Analyst
7.03,9,9,4,7,8,3,12,4,Cloud Engineer
7.79,7,6,9,1,10,8,0,1,ML Engineer
8.44,4,3,5,1,10,3,15,5,Cloud Engineer
8.2,1,2,2,4,3,2,15,0,Data Scientist
7.49,7,3,10,6,8,5,9,1,ML Engineer
7.97,1,9,3,7,6,5,18,4,Mobile App Developer
6.3,8,3,10,5,6,5,13,3,ML Engineer
9.78,4,2,2,1,1,5,20,2,Data Scientist
6.64,1,4,1,5,7,2,13,1,DevOps Engineer
6.2,6,4,7,8,6,9,1,2,Cybersecurity Analyst
9.92,6,4,6,6,8,7,10,4,Cloud Engineer
8.16,2,2,7,3,1,2,13,5,Data Scientist
9.23,10,3,2,9,6,7,10,5,Software Developer
9.62,9,1,8,1,1,5,19,3,ML Engineer
9.24,6,6,10,7,7,10,2,0,Cybersecurity Analyst
6.83,2,6,10,3,6,2,10,0,Data Scientist
8.24,7,2,10,5,3,4,1,0,ML Engineer
5.24,6,10,2,5,1,5,10,2,Mobile App Developer
5.26,8,2,5,10,4,9,2,4,Cybersecurity Analyst
6.05,1,3,2,7,8,9,9,4,Cybersecurity Analyst
8.59,8,4,6,2,4,9,15,3,Cybersecurity Analyst
6.54,6,9,9,3,7,1,17,5,Mobile App Developer
7.73,9,7,10,3,5,9,6,4,ML Engineer
5.27,5,9,7,9,1,7,19,1,Web Developer
8.48,5,3,8,7,8,5,6,5,Cloud Engineer
6.84,8,5,3,10,5,1,13,4,Data Scientist
6.48,7,4,2,2,3,8,6,3,Cybersecurity Analyst
8.38,5,3,6,2,6,2,1,3,Data Scientist
8.81,4,6,3,9,4,6,16,2,Web Developer
8.35,10,7,5,4,2,3,20,2,Software Developer
8.28,6,2,5,4,2,2,11,1,Data Scientist
9.92,9,10,2,7,3,10,11,3,Cybersecurity Analyst
7.44,1,6,8,6,1,1,1,4,Data Scientist
8.95,10,3,7,4,6,8,6,5,Cybersecurity Analyst
8.69,8,6,6,1,10,10,9,4,Cybersecurity Analyst
6.7,10,7,3,4,3,7,7,3,Data Scientist
5.45,2,3,3,9,10,7,1,3,Cloud Engineer
5.67,5,4,9,1,10,10,8,5,Cybersecurity Analyst
5.19,9,7,1,9,7,3,17,1,Web Developer
6.74,6,5,5,1,3,1,2,0,Data Scientist
6.77,3,7,6,6,3,8,19,1,Cybersecurity Analyst
9.89,10,8,5,8,1,8,10,0,Web Developer
7.45,7,6,10,2,4,1,7,1,ML Engineer
8.45,7,6,8,5,2,10,2,2,ML Engineer
8.97,3,4,6,1,7,8,13,3,Cybersecurity Analyst
9.47,1,5,2,10,10,9,17,3,Cybersecurity Analyst
5.72,1,4,7,7,2,10,16,0,Cybersecurity Analyst
6.62,6,5,8,1,3,2,7,3,Data Scientist
5.15,8,7,9,8,8,10,2,5,ML Engineer
6.5,4,2,3,10,1,5,0,5,Data Scientist
5.71,6,3,10,3,2,7,6,5,Data Scientist
8.31,4,3,1,2,5,10,6,2,Cybersecurity Analyst
8.06,1,3,1,5,7,4,4,0,Data Scientist
6.86,5,5,8,5,1,10,13,4,Cybersecurity Analyst
5.34,6,5,1,5,2,6,14,5,Data Scientist
8.36,9,4,7,7,5,9,10,1,Cybersecurity Analyst
8.35,9,5,10,2,6,10,13,0,ML Engineer
5.86,10,10,5,4,10,4,16,5,Cloud Engineer
5.48,4,7,3,3,8,10,14,0,Cybersecurity Analyst
7.38,7,3,8,7,10,9,7,0,ML Engineer
5.8,2,7,9,2,9,5,3,5,Cloud Engineer
6.75,5,3,10,10,9,2,7,0,Cloud Engineer
7.78,7,9,1,10,2,8,20,4,Web Developer
5.31,5,9,4,4,5,10,1,2,Cybersecurity Analyst
7.77,3,10,10,2,5,8,18,0,Cybersecurity Analyst
8.68,6,2,5,6,6,7,8,1,Data Scientist
9.65,9,2,10,4,3,4,17,5,ML Engineer
9.08,1,10,7,2,10,8,6,0,Cybersecurity Analyst
8.48,10,6,6,9,7,6,12,3,Web Developer
8.73,9,2,6,3,9,9,20,4,Cybersecurity Analyst
9.16,4,1,3,9,9,10,13,5,Cybersecurity Analyst
7.7,9,6,3,4,7,6,7,4,Data Scientist
8.55,6,6,1,9,1,5,19,0,Web Developer
7.01,8,3,4,8,1,8,17,4,Cybersecurity Analyst
9.11,2,4,10,8,2,10,4,3,Cybersecurity Analyst
6.31,7,6,1,8,8,10,10,1,Web Developer
7.3,10,9,6,10,2,6,9,4,Web Developer
5.53,3,8,1,1,3,9,6,3,Cybersecurity Analyst
8.59,2,2,1,9,5,3,20,4,Data Scientist
8.49,5,4,1,1,4,9,11,0,Cybersecurity Analyst
6.65,8,6,4,7,3,10,17,3,Cybersecurity Analyst
8.66,5,3,6,1,2,9,3,5,Cybersecurity Analyst
8.75,7,7,2,8,3,3,5,4,Web Developer
8.76,6,9,7,10,4,6,14,3,Web Developer
5.81,4,8,6,1,3,9,7,0,Cybersecurity Analyst
5.45,4,9,8,7,8,7,18,2,Cloud Engineer
5.32,1,1,8,6,1,10,12,1,Cybersecurity Analyst
6.25,2,7,4,3,7,1,1,4,Data Scientist
7.7,8,5,3,10,5,8,8,2,Cybersecurity Analyst
8.82,6,9,6,10,4,9,0,1,Web Developer
6.29,3,3,8,2,4,10,11,5,Cybersecurity Analyst
6.18,9,4,6,5,8,2,11,5,Cloud Engineer
6.03,7,4,9,6,10,1,9,4,ML Engineer
7.9,7,5,10,8,2,8,13,5,ML Engineer
5.22,9,8,7,9,6,7,20,5,Web Developer
7.38,6,2,9,3,6,10,4,0,Cybersecurity Analyst
9.58,10,2,4,3,1,7,11,1,Software Developer
7.53,6,9,7,10,5,8,4,5,Web Developer
6.06,7,8,9,4,7,6,10,2,ML Engineer
7.28,9,4,8,1,10,2,18,2,ML Engineer
5.89,2,9,2,1,7,9,5,0,Cybersecurity Analyst
8.44,7,5,9,6,10,1,3,5,ML Engineer
5.78,3,4,1,2,3,5,2,2,Data Scientist
8.24,4,8,2,7,3,8,1,3,Cybersecurity Analyst
7.22,9,2,6,1,3,2,4,3,Data Scientist
9.86,5,4,4,4,10,4,16,0,Cloud Engineer
5.35,7,8,10,2,6,8,18,3,ML Engineer
5.58,3,8,1,2,1,9,15,4,Cybersecurity Analyst
5.34,8,8,1,10,2,7,1,4,Web Developer
9.05,4,2,10,3,7,5,10,4,DevOps Engineer
5.42,9,1,3,3,2,9,1,0,Cybersecurity Analyst
8.57,7,2,7,5,4,6,16,1,Data Scientist
5.2,9,3,8,7,4,8,0,2,ML Engineer
10.0,7,2,7,5,3,5,12,2,Data Scientist
5.21,1,8,4,9,7,9,6,1,Web Developer
6.21,8,5,3,4,8,8,5,1,Cybersecurity Analyst
5.55,9,7,6,9,5,8,14,1,Web Developer
6.22,3,4,5,1,1,9,10,5,Cybersecurity Analyst
5.16,7,8,1,9,4,1,7,2,Web Developer
8.28,7,8,2,1,3,4,16,2,Mobile App Developer
8.67,7,7,10,2,4,4,13,3,ML Engineer
9.27,5,1,3,10,7,2,0,1,Data Scientist
6.7,1,9,8,6,1,3,9,4,Data Scientist
7.76,10,3,8,4,4,8,2,2,ML Engineer
9.66,2,2,4,5,5,5,10,4,Data Scientist
8.93,6,1,5,7,8,4,12,4,Cloud Engineer
8.78,2,2,7,3,2,6,10,3,Data Scientist
6.94,7,4,7,4,7,1,3,5,Data Scientist
6.8,3,8,6,2,1,3,2,3,Data Scientist
7.29,3,6,4,4,4,5,5,2,Data Scientist
9.55,8,6,2,5,7,9,17,4,Cybersecurity Analyst
9.81,7,8,9,1,5,9,3,0,ML Engineer
7.02,7,9,5,8,4,5,4,1,Web Developer
5.86,6,10,5,6,3,7,5,3,Data Scientist
6.89,8,9,9,1,8,3,1,0,ML Engineer
9.16,2,5,2,3,7,10,18,1,Cybersecurity Analyst
5.33,6,5,1,3,9,3,6,3,Cloud Engineer
5.98,5,2,4,6,9,5,2,3,Cloud Engineer
7.62,2,5,10,3,7,4,0,5,Data Scientist
9.56,10,9,9,8,4,2,17,5,ML Engineer
7.75,5,4,10,4,1,3,2,1,Data Scientist
9.35,1,6,7,1,4,8,10,4,Cybersecurity Analyst
9.01,8,3,5,8,1,10,8,3,Cybersecurity Analyst
9.23,3,1,3,9,4,6,17,2,Data Scientist
6.06,2,5,10,3,3,4,12,5,Data Scientist
9.82,1,4,8,5,3,7,6,0,Data Scientist
6.02,5,10,2,9,2,8,17,1,Web Developer
5.01,2,3,2,3,8,4,6,3,Cloud Engineer
5.01,6,8,8,8,3,10,12,0,Web Developer
6.99,2,9,6,1,2,1,16,4,Mobile App Developer
7.29,4,10,6,2,2,1,18,4,Mobile App Developer
5.6,5,5,3,8,10,9,18,1,Cybersecurity Analyst
8.92,1,9,4,10,8,3,16,5,Web Developer
5.95,4,2,7,5,8,2,13,2,Cloud Engineer
8.6,9,2,3,1,5,10,13,5,Cybersecurity Analyst
6.66,1,3,2,4,9,5,0,2,Cloud Engineer
9.47,4,8,8,5,2,8,5,0,Cybersecurity Analyst
6.94,9,10,8,2,4,2,12,1,ML Engineer
6.75,4,1,9,2,5,2,17,0,Data Scientist
6.03,9,8,5,3,6,3,8,1,Data Scientist
7.95,5,10,1,4,5,4,16,1,Mobile App Developer
9.56,4,9,5,4,10,6,8,4,Cloud Engineer
9.48,6,5,5,3,9,10,14,3,Cybersecurity Analyst
8.96,7,5,5,4,5,9,14,2,Cybersecurity Analyst
8.19,9,5,6,7,8,9,7,1,Cybersecurity Analyst
6.43,9,7,10,2,4,4,4,5,ML Engineer
7.79,9,9,5,4,6,6,18,2,Mobile App Developer
8.82,4,3,9,3,10,1,6,3,Cloud Engineer
6.37,2,1,7,6,9,9,3,0,Cybersecurity Analyst
8.79,2,4,9,10,6,1,10,1,Data Scientist
5.79,8,3,2,9,3,10,17,1,Cybersecurity Analyst
6.88,6,7,4,9,3,4,6,3,Web Developer
6.92,8,6,2,9,2,10,12,1,Web Developer
7.24,4,4,9,10,2,3,0,1,Data Scientist
9.07,9,9,7,7,2,6,10,2,Software Developer
8.27,5,10,3,2,10,5,8,4,Cloud Engineer
8.9,3,3,4,7,2,8,11,1,Cybersecurity Analyst
5.21,9,2,5,10,1,4,2,5,Data Scientist
8.96,7,7,5,2,6,5,1,2,Data Scientist
5.61,5,8,8,8,8,8,5,2,Web Developer
5.66,2,9,7,3,8,3,0,5,Cloud Engineer
8.08,9,3,5,5,4,4,12,1,Software Developer
5.47,1,8,3,10,7,6,0,5,Web Developer
8.3,9,10,7,5,7,5,18,1,Software Developer
9.86,9,9,1,4,4,10,4,5,Cybersecurity Analyst
5.74,3,7,10,4,5,5,2,1,Data Scientist
7.04,10,9,3,1,9,1,16,5,Cloud Engineer
7.01,4,9,6,4,3,7,19,2,Mobile App Developer
8.66,8,8,4,10,1,8,6,2,Web Developer
6.2,10,7,10,10,2,9,14,5,ML Engineer
8.51,10,10,10,8,3,10,4,0,ML Engineer
7.79,6,1,9,1,3,9,1,2,Cybersecurity Analyst
6.04,4,10,3,10,6,4,15,4,Web Developer
7.51,10,9,3,5,8,1,18,5,Cloud Engineer
7.38,2,3,3,10,7,9,0,4,Cybersecurity Analyst
6.86,2,2,8,10,10,6,1,0,Cloud Engineer
8.78,4,3,1,5,10,5,18,5,Cloud Engineer
5.15,9,8,3,5,10,3,20,5,Cloud Engineer
8.06,8,2,8,8,8,7,9,0,ML Engineer
9.56,9,2,1,9,3,3,11,5,Software Developer
5.18,8,6,2,3,4,6,11,3,Data Scientist
6.19,2,8,4,1,4,9,18,5,Cybersecurity Analyst
5.03,5,10,2,9,6,8,4,0,Web Developer
9.45,9,2,4,1,1,3,16,4,Software Developer
6.27,6,7,2,8,2,10,15,4,Web Developer
7.33,1,10,4,2,9,1,17,5,Cloud Engineer
5.86,6,1,3,8,5,10,9,2,Cybersecurity Analyst
8.59,1,8,8,4,2,4,14,0,Mobile App Developer
9.15,4,5,3,10,3,4,18,1,Data Scientist
6.25,6,1,7,4,6,8,20,4,Cybersecurity Analyst
8.93,10,3,5,4,2,4,18,3,Software Developer
5.35,8,8,8,2,10,6,13,3,ML Engineer
6.38,6,9,3,10,10,3,17,5,Web Developer
5.18,6,1,1,7,2,9,1,4,Cybersecurity Analyst
6.26,8,7,6,8,4,2,6,0,Web Developer
8.58,8,4,5,10,8,6,2,0,Cloud Engineer
5.32,4,1,8,2,9,4,12,4,Cloud Engineer
5.06,1,4,2,7,2,4,17,2,Data Scientist
5.95,3,4,9,7,10,2,4,3,Cloud Engineer
5.34,4,4,9,3,8,7,7,4,Cloud Engineer
9.36,9,8,6,9,7,7,8,0,Web Developer
7.33,10,1,9,3,10,6,4,1,ML Engineer
5.71,6,5,3,10,2,7,13,0,Data Scientist
6.71,4,4,7,10,5,4,16,0,Data Scientist
7.53,2,6,7,8,1,8,15,1,Web Developer
6.76,5,1,8,1,3,3,9,2,Data Scientist
7.72,2,10,10,3,7,1,1,3,Data Scientist
8.47,1,1,9,8,6,9,20,1,Cybersecurity Analyst
5.21,9,7,8,1,5,2,16,0,ML Engineer
8.73,6,1,6,4,4,4,0,2,Data Scientist
9.09,3,7,3,1,10,7,9,4,Cloud Engineer
7.49,9,1,5,4,4,9,0,3,Cybersecurity Analyst
9.6,7,6,2,8,8,4,8,4,Web Developer
5.29,2,10,7,6,7,7,17,5,Mobile App Developer
8.58,9,8,5,7,6,2,18,0,Software Developer
9.58,1,7,6,2,1,9,19,5,Cybersecurity Analyst
7.38,2,6,4,7,9,2,8,0,Cloud Engineer
6.39,3,8,5,3,6,8,18,3,Cybersecurity Analyst
9.33,4,3,7,9,3,10,9,5,Cybersecurity Analyst
6.64,2,5,4,3,5,3,11,5,Data Scientist
5.15,5,6,6,2,7,2,7,3,Data Scientist
8.32,8,8,5,2,9,1,0,5,Cloud Engineer
6.15,10,4,2,8,5,6,7,0,Data Scientist
9.31,4,4,6,3,4,6,6,2,Data Scientist
6.41,1,7,4,9,4,1,1,0,Web Developer
6.13,8,9,5,7,7,8,10,2,Cybersecurity Analyst
8.21,1,1,2,5,3,3,4,4,Data Scientist
5.01,10,2,5,5,9,6,13,0,Cloud Engineer
8.79,6,9,5,8,3,10,9,5,Web Developer
9.59,8,8,4,1,9,4,16,0,Cloud Engineer
6.63,5,4,9,6,7,8,12,5,Cybersecurity Analyst
9.93,2,5,9,4,1,10,17,0,Cybersecurity Analyst
6.93,10,1,9,5,5,1,10,4,ML Engineer
6.19,9,5,2,5,5,10,12,4,Cybersecurity Analyst
9.25,4,10,3,4,2,3,1,5,Data Scientist
6.62,1,8,4,7,7,5,17,2,Mobile App Developer
7.34,5,1,4,2,1,8,20,3,Cybersecurity Analyst
8.99,8,4,10,3,2,4,14,1,ML Engineer
5.08,2,6,7,8,5,3,10,1,Web Developer
9.11,1,9,9,2,3,4,4,2,Data Scientist
9.46,9,7,7,5,1,8,16,4,Cybersecurity Analyst
5.21,2,3,1,5,7,2,3,3,Data Scientist
9.55,6,4,8,3,3,5,2,5,Data Scientist
8.1,3,8,4,1,9,4,11,1,Cloud Engineer
6.05,4,3,8,5,10,4,12,5,Cloud Engineer
9.64,2,1,1,7,3,10,8,4,Cybersecurity Analyst
8.56,7,1,3,10,2,2,10,3,Data Scientist
7.57,1,10,10,6,10,3,14,1,Cloud Engineer
6.32,9,6,6,1,3,1,9,0,Data Scientist
5.96,9,2,8,7,1,3,4,1,ML Engineer
7.84,10,7,2,2,3,2,15,2,Data Scientist
7.46,10,3,1,10,10,7,7,4,Cloud Engineer
6.58,9,2,10,5,5,2,10,4,ML Engineer
6.79,5,9,1,10,10,3,7,3,Web Developer
8.71,1,3,3,6,10,6,2,3,Cloud Engineer
5.9,10,5,2,9,3,7,15,3,Data Scientist
7.81,3,7,7,1,7,1,5,2,Data Scientist
9.56,7,6,9,7,4,9,9,3,ML Engineer
6.04,10,2,5,10,2,9,13,5,Cybersecurity Analyst
7.43,1,8,5,2,2,3,14,0,Mobile App Developer
5.58,9,6,7,6,6,5,12,2,Data Scientist
9.71,3,9,4,8,5,10,17,2,Web Developer
6.36,8,9,5,2,8,7,14,0,Cloud Engineer
6.98,6,8,1,1,7,8,5,5,Cybersecurity Analyst
6.45,6,3,4,8,10,6,11,5,Cloud Engineer
5.08,1,1,2,3,6,5,19,4,Data Scientist
9.48,7,6,1,8,9,4,16,2,Web Developer
6.17,4,1,1,6,5,6,5,5,Data Scientist
7.63,5,6,4,1,4,5,8,4,Data Scientist
6.33,4,7,6,9,3,4,13,1,Web Developer
7.76,5,2,2,4,9,2,9,5,Cloud Engineer
6.08,3,9,7,9,10,3,5,5,Web Developer
5.61,7,9,3,10,5,1,4,5,Web Developer
9.5,4,8,9,6,10,10,10,2,Cybersecurity Analyst
6.15,4,9,5,7,7,6,19,0,Mobile App Developer
7.95,1,7,8,8,7,6,3,5,Web Developer
9.96,1,9,3,2,9,8,5,1,Cybersecurity Analyst
9.83,4,9,7,2,8,4,1,4,Cloud Engineer
7.59,8,9,9,2,4,1,3,3,ML Engineer
6.66,1,5,5,9,7,4,17,3,DevOps Engineer
5.78,2,1,2,9,1,6,9,4,Data Scientist
5.52,4,1,10,4,4,8,5,4,Cybersecurity Analyst
9.83,3,5,9,9,4,5,11,5,Data Scientist
6.61,10,5,5,3,8,9,15,5,Cybersecurity Analyst
6.51,5,3,8,5,1,2,11,3,Data Scientist
9.89,2,4,8,6,6,10,0,0,Cybersecurity Analyst
7.22,5,3,5,3,5,8,17,0,Cybersecurity Analyst
9.94,8,2,5,4,3,9,15,1,Cybersecurity Analyst
6.06,9,3,4,3,8,5,15,2,Cloud Engineer
7.92,1,6,1,10,6,10,11,5,Web Developer
8.09,4,3,7,3,7,4,20,1,DevOps Engineer
6.95,9,2,4,6,9,1,1,0,Cloud Engineer
5.45,2,6,3,4,4,4,0,5,Data Scientist
6.55,4,8,7,4,2,6,1,1,Data Scientist
8.88,9,8,1,7,1,7,17,3,Software Developer
6.48,2,1,2,10,9,9,16,4,Cybersecurity Analyst
8.44,3,9,8,4,2,4,12,4,Mobile App Developer
8.81,8,7,10,7,6,8,10,1,ML Engineer
7.89,7,2,1,10,4,8,5,0,Cybersecurity Analyst
5.28,5,7,4,8,7,8,14,2,Web Developer
7.04,3,10,4,4,7,10,17,5,Cybersecurity Analyst
5.81,10,7,5,4,2,3,12,1,Data Scientist
6.77,2,3,6,6,1,5,17,5,Data Scientist
8.32,4,9,7,10,3,4,19,5,Web Developer
9.67,6,2,9,7,6,6,7,0,Data Scientist
9.7,9,1,1,7,9,7,13,4,Cloud Engineer
6.93,1,1,1,7,10,9,3,0,Cybersecurity Analyst
6.7,7,2,7,4,2,4,18,0,Data Scientist
6.26,6,1,4,4,2,4,9,3,Data Scientist
5.85,7,3,7,2,7,10,6,0,Cybersecurity Analyst
6.75,9,10,9,9,3,3,19,2,ML Engineer
6.17,1,8,5,9,1,10,9,2,Web Developer
5.59,3,5,5,7,5,5,4,0,Data Scientist
5.22,3,4,2,9,5,7,7,2,Data Scientist
7.13,3,10,9,6,10,2,17,0,Cloud Engineer
5.14,5,7,4,9,8,10,6,2,Web Developer
5.6,3,1,10,3,8,2,12,4,Cloud Engineer
5.16,1,6,5,1,8,7,4,3,Cloud Engineer
5.25,10,9,10,1,7,4,5,4,ML Engineer
5.25,5,5,4,3,3,9,7,1,Cybersecurity Analyst
9.24,2,2,9,5,2,8,3,5,Cybersecurity Analyst
7.42,2,1,2,3,3,7,2,1,Data Scientist
7.09,4,5,7,9,2,3,5,3,Data Scientist
9.22,2,8,1,2,6,2,6,5,Data Scientist
8.62,4,5,3,5,1,1,5,3,Data Scientist
8.73,6,9,6,9,4,9,4,3,Web Developer
7.18,2,7,6,10,8,3,11,0,Web Developer
6.32,7,3,9,6,8,2,17,4,ML Engineer
9.47,5,5,8,3,6,10,0,4,Cybersecurity Analyst
9.52,7,3,9,4,2,9,7,2,ML Engineer
7.38,8,3,1,3,3,5,7,1,Data Scientist
9.71,6,9,10,3,1,7,14,0,Mobile App Developer
9.05,8,4,2,3,7,2,17,0,Software Developer
9.35,2,4,4,4,7,2,16,5,DevOps Engineer
7.86,7,8,6,8,2,9,16,2,Web Developer
9.44,9,9,6,8,8,7,7,1,Web Developer
5.78,9,7,1,9,9,5,10,2,Web Developer
8.73,10,4,1,6,6,10,6,2,Cybersecurity Analyst
9.03,4,1,7,4,4,7,18,0,Data Scientist
9.57,2,2,8,7,2,5,2,5,Data Scientist
7.88,7,3,7,1,4,7,3,4,Data Scientist
9.9,2,7,9,3,8,1,9,4,Cloud Engineer
7.65,3,2,7,2,5,4,14,1,Data Scientist
9.53,10,5,2,3,9,7,11,0,Cloud Engineer
6.13,5,10,1,10,9,5,19,3,Web Developer
7.2,9,4,7,9,9,9,11,0,Cybersecurity Analyst
5.97,5,4,9,7,10,7,19,1,Cloud Engineer
5.59,2,1,9,3,5,9,7,2,Cybersecurity Analyst
8.02,4,4,8,9,4,6,17,2,Data Scientist
7.45,9,9,3,9,9,2,5,5,Web Developer
7.02,7,3,6,1,4,9,14,3,Cybersecurity Analyst
9.05,10,10,10,2,6,4,11,0,ML Engineer
5.0,7,4,7,1,3,7,8,5,Data Scientist
8.26,6,3,1,3,9,1,5,4,Cloud Engineer
5.44,5,1,6,8,2,10,5,2,Cybersecurity Analyst
6.11,7,2,9,6,4,1,20,4,ML Engineer
5.9,1,3,7,6,5,7,1,0,Data Scientist
9.76,5,8,8,3,8,6,14,0,Cloud Engineer
7.85,5,9,5,8,2,6,15,3,Web Developer
7.44,7,2,1,9,6,5,1,4,Data Scientist
7.02,2,8,10,2,10,7,0,3,Cloud Engineer
5.95,10,8,6,7,7,2,13,3,Mobile App Developer
